age,balance,campaign,pdays,last_contact,poutcome_success
32,8047,13,-1,82,0
35,3544,1,-1,163,0
33,269,1,-1,193,0
42,3777,4,-1,287,0
45,503,1,369,191,0
36,0,2,-1,179,0
46,368,1,90,90,0
55,1854,2,-1,172,0
58,169,1,91,276,1
53,447,1,-1,130,0
35,26,2,-1,169,0
59,315,2,-1,72,0
34,354,3,-1,85,0
34,1741,1,-1,156,0
39,2630,5,-1,159,0
57,70,1,-1,186,0
46,332,1,-1,193,0
28,637,1,-1,287,0
52,0,2,-1,188,0
42,4216,2,-1,159,0
36,2176,2,-1,174,0
34,402,2,-1,189,0
55,1467,2,-1,112,0
36,-100,2,-1,168,0
35,434,2,-1,97,0
39,0,4,369,190,0
27,487,1,-1,118,0
56,1137,3,102,37,1
43,105,2,-1,137,0
39,378,2,-1,197,0
52,98,1,345,215,0
32,471,3,-1,230,0
58,906,3,-1,186,0
35,1368,1,41,175,0
41,275,2,-1,0,0
43,3529,2,-1,286,0
25,679,5,94,24,0
53,0,7,-1,190,0
30,393,2,-1,215,0
49,-195,2,-1,130,0
29,392,1,-1,140,0
38,61,1,-1,166,0
27,3733,6,-1,278,0
50,2497,1,176,-3,0
32,-428,1,-1,189,0
44,0,1,195,1,0
36,487,3,-1,99,0
51,9,2,-1,153,0
35,13,1,-1,132,0
33,134,2,-1,193,0
59,416,3,-1,155,0
30,677,1,-1,-3,0
39,127,2,-1,151,0
30,717,1,-1,194,0
57,204,3,-1,117,0
55,277,3,-1,98,0
28,7707,2,-1,172,0
50,806,8,297,195,0
43,0,1,-1,170,0
38,0,3,-1,133,0
36,119,2,-1,169,0
32,4262,1,152,212,0
28,551,1,-1,133,0
37,141,1,364,196,0
37,111,2,-1,193,0
28,6,2,278,197,0
35,470,13,-1,116,0
29,519,1,-1,123,0
32,0,2,-1,81,0
41,19,5,-1,133,0
31,0,3,-1,193,0
31,225,1,-1,0,0
28,373,1,79,96,0
36,2390,1,-1,-1,0
57,0,1,-1,162,0
40,-90,1,-1,174,0
31,774,1,-1,120,0
30,228,2,-1,189,0
30,5,1,-1,130,0
31,7518,3,-1,-2,0
31,435,2,-1,195,0
35,980,2,336,108,0
60,6307,1,-1,160,0
33,486,2,-1,179,0
32,226,5,-1,166,0
35,731,2,-1,212,0
54,122,1,547,23,0
31,98,2,-1,197,0
32,190,1,-1,193,0
31,873,4,-1,179,0
42,130,3,-1,169,0
28,113,1,-1,187,0
40,795,3,-1,173,0
31,150,2,-1,189,0
31,140,2,-1,195,0
28,223,2,119,83,0
28,1,4,-1,126,0
34,-369,2,-1,179,0
34,99,1,-1,123,0
47,186,2,-1,-2,0
42,-1,1,-1,293,0
49,361,2,-1,155,0
27,165,2,192,285,0
30,177,3,-1,97,0
45,2897,4,105,34,0
35,2730,1,-1,181,0
27,5214,1,-1,174,0
33,673,2,-1,188,0
26,2509,3,-1,272,0
34,855,1,-1,125,0
56,4063,4,-1,113,0
28,1925,1,90,90,0
24,366,2,-1,186,0
53,109,1,120,49,1
34,1640,3,-1,176,0
23,3198,1,352,187,0
46,317,7,250,289,0
61,4248,1,-1,188,0
32,541,2,-1,194,0
32,2558,2,-1,197,0
54,277,5,170,-1,0
35,538,1,195,-1,0
53,173,1,-1,140,0
56,3643,3,-1,151,0
37,68,2,351,189,0
31,793,1,-1,-1,0
28,1827,2,-1,183,0
46,2269,2,-1,98,0
43,5704,3,106,-2,0
46,6651,1,60,180,0
54,65,4,93,174,0
44,126,1,-1,189,0
44,2470,1,-1,120,0
54,-24,2,-1,294,0
43,354,10,-1,96,0
38,3054,11,-1,151,0
32,150,1,-1,286,0
49,2146,2,353,195,0
50,1277,1,-1,198,0
85,1934,1,-1,310,0
37,0,1,-1,1,0
74,3771,1,-1,216,0
46,4956,1,-1,186,0
27,538,2,-1,167,0
31,379,2,-1,123,0
40,2843,1,305,212,1
59,7179,1,-1,286,0
40,5087,2,-1,219,0
35,-281,1,-1,106,0
32,1176,5,-1,190,0
32,3816,3,-1,-3,0
50,1205,2,-1,165,0
42,98,2,-1,113,0
35,2749,1,-1,189,0
54,368,2,110,0,0
36,1941,4,-1,97,0
52,1135,5,-1,189,0
51,279,3,-1,82,0
51,339,1,-1,75,0
34,7,2,-1,81,0
33,1903,2,182,-3,0
55,1553,3,-1,111,0
41,-441,1,-1,197,0
59,10,3,-1,195,0
33,94,2,-1,197,0
47,7351,3,-1,287,0
47,8515,7,112,-2,0
60,21,3,-1,127,0
35,1467,1,-1,195,0
43,315,2,-1,118,0
38,-258,2,370,188,0
49,8973,10,-1,110,0
50,0,2,191,-3,0
35,1810,2,92,85,0
32,0,6,-1,118,0
45,419,1,-1,166,0
41,54,1,-1,131,0
36,432,1,-1,106,0
43,985,19,-1,151,0
36,1023,4,-1,110,0
31,-248,1,-1,114,0
44,68,1,-1,175,0
59,1001,2,-1,165,0
42,782,1,-1,229,0
36,539,2,477,83,0
30,55,4,-1,189,0
43,373,1,-1,174,0
43,356,1,-1,166,0
34,-25,1,-1,187,0
55,34,3,-1,127,0
42,446,3,-1,104,0
39,994,1,241,286,0
45,147,2,-1,168,0
44,2984,2,-1,187,0
34,7216,2,-1,176,0
27,-403,3,-1,120,0
51,723,1,-1,293,0
29,489,3,-1,218,0
60,3427,1,-1,134,0
49,502,5,-1,-2,0
56,972,2,-1,292,0
34,553,2,-1,167,0
33,882,1,151,28,0
35,495,4,-1,96,0
59,3062,2,-1,96,0
33,0,5,-1,285,0
35,45,6,-1,159,0
33,1646,2,-1,195,0
48,1159,9,-1,187,0
70,3782,2,190,57,0
29,7832,2,-1,175,0
51,14,2,329,212,0
48,19,1,-1,137,0
38,133,1,-1,174,0
24,106,1,-1,156,0
37,-100,2,349,184,0
29,941,11,-1,167,0
77,639,7,-1,216,0
43,8,4,-1,99,0
44,0,3,-1,134,0
26,194,2,-1,210,0
32,1036,2,-1,172,0
42,0,4,-1,195,0
27,268,1,-1,197,0
61,182,1,92,9,0
52,1007,2,-1,186,0
29,-27,1,-1,189,0
35,145,2,-1,123,0
33,27,2,-1,91,0
53,5187,2,-1,1,0
43,1630,3,-1,112,0
39,665,8,-1,194,0
33,2861,3,-1,212,0
46,19,1,-1,123,0
31,-218,15,-1,169,0
32,3271,1,374,279,0
42,4343,4,-1,110,0
47,2548,1,368,191,0
28,103,2,-1,186,0
51,216,2,-1,175,0
27,326,1,-1,269,0
33,390,2,-1,193,0
45,0,1,-1,20,0
36,565,1,-1,236,0
32,375,3,-1,90,0
50,811,3,-1,160,0
43,591,4,277,190,0
63,4692,1,181,128,0
25,84,2,-1,184,0
36,635,1,-1,278,0
30,5956,1,-1,137,0
42,898,1,-1,131,0
61,1853,1,181,100,1
32,28,1,-1,0,0
49,399,1,-1,293,0
50,3636,1,-1,174,0
48,-251,1,-1,216,0
55,-466,1,-1,187,0
32,678,4,-1,293,0
52,-297,21,-1,151,0
31,645,6,-1,196,0
46,676,6,174,-2,0
35,2926,1,292,224,0
35,1577,1,-1,1,0
31,90,1,-1,167,0
33,10,1,-1,182,0
35,137,1,808,45,0
52,740,1,-1,155,0
31,582,2,-1,166,0
34,409,4,-1,212,0
54,658,4,-1,98,0
50,2198,6,-1,155,0
45,839,4,-1,90,0
58,0,5,-1,187,0
54,1623,8,-1,110,0
43,240,2,-1,179,0
27,178,2,-1,168,0
27,409,1,-1,184,0
37,-67,1,-1,289,0
33,3910,2,-1,-1,0
52,49,5,-1,133,0
41,1495,2,-1,-1,0
45,206,4,-1,97,0
58,1,2,-1,294,0
49,2116,3,-1,102,0
24,1919,4,-1,173,0
31,416,2,-1,99,0
27,802,1,-1,57,0
33,71,3,102,265,0
53,2018,1,-1,215,0
33,663,1,243,225,0
55,2387,4,-1,116,0
36,532,1,-1,188,0
42,2189,5,149,216,0
54,2062,2,-1,188,0
52,0,1,249,288,0
54,1636,2,-1,121,0
56,445,2,-1,103,0
44,-215,2,-1,175,0
30,0,1,-1,187,0
33,899,3,-1,176,0
28,428,2,-1,175,0
52,382,7,-1,84,0
45,1306,3,-1,160,0
39,-176,1,-1,132,0
52,269,1,-1,119,0
37,897,2,-1,134,0
33,1038,1,-1,138,0
42,0,1,330,240,0
32,5,1,-1,1,0
31,0,2,-1,198,0
45,2519,1,-1,-3,0
53,208,9,-1,183,0
47,275,2,-1,102,0
28,2736,1,-1,133,0
47,219,1,-1,197,0
42,283,1,-1,118,0
48,1631,5,-1,176,0
53,925,3,-1,85,0
36,86,4,-1,85,0
33,2599,3,-1,179,0
76,163,1,-1,36,0
26,1326,1,-1,193,0
33,1450,1,-1,205,0
30,2212,1,249,292,0
34,9895,2,-1,-1,0
36,644,1,-1,137,0
39,2843,1,-1,152,0
44,576,3,-1,194,0
28,2788,2,-1,165,0
36,403,2,-1,117,0
38,13156,4,331,215,0
77,4112,1,184,112,1
29,695,1,-1,138,0
34,1075,1,-1,191,0
46,438,5,-1,102,0
58,2155,2,92,281,1
41,961,1,-1,173,0
40,979,4,-1,34,0
57,316,8,-1,168,0
31,13,2,-1,285,0
28,430,2,350,194,0
53,530,1,-1,0,0
19,424,3,195,141,0
34,6107,3,-1,-3,0
28,153,1,-1,166,0
25,1,12,-1,190,0
38,208,1,-1,195,0
39,1304,3,-1,195,0
32,5118,12,-1,83,0
55,1199,10,-1,198,0
54,0,1,-1,295,0
37,80,2,-1,288,0
33,982,17,-1,167,0
50,72,13,-1,88,0
26,518,3,-1,195,0
35,0,2,-1,189,0
35,0,2,-1,196,0
41,514,3,-1,126,0
30,451,1,274,197,0
26,553,3,-1,202,0
41,2823,1,-1,188,0
30,3362,2,-1,98,0
38,8669,6,-1,-3,0
44,-710,1,-1,131,0
50,51,3,-1,295,0
38,0,5,-1,125,0
39,592,2,-1,169,0
30,276,5,-1,85,0
28,-7,5,-1,118,0
35,210,3,-1,292,0
31,31,2,-1,176,0
41,869,2,-1,293,0
60,8332,1,194,247,0
30,6,1,-1,132,0
37,-426,30,-1,110,0
28,62,3,-1,127,0
27,295,13,-1,168,0
46,1144,2,129,283,0
30,728,1,261,286,0
23,-503,1,342,197,0
31,84,4,-1,104,0
38,1574,1,-1,166,0
46,870,2,-1,110,0
29,703,5,-1,195,0
42,3641,1,-1,188,0
30,8535,2,-1,153,0
31,281,2,-1,196,0
39,972,4,-1,131,0
37,7620,3,-1,177,0
54,6427,1,-1,-1,0
74,279,1,-1,34,0
36,-2,2,-1,99,0
53,2557,4,182,112,1
39,-234,1,-1,123,0
28,52,1,-1,189,0
44,2586,1,-1,197,0
30,0,2,-1,-1,0
45,695,1,-1,120,0
36,8,7,-1,112,0
60,846,1,-1,176,0
43,970,13,288,78,0
53,1128,1,-1,160,0
36,190,1,-1,286,0
33,7,1,-1,117,0
28,128,1,414,175,0
43,674,1,-1,183,0
49,199,25,-1,110,0
28,1214,1,-1,174,0
40,158,1,-1,216,0
57,1044,1,182,129,1
33,801,5,-1,103,0
51,1126,3,-1,215,0
51,0,2,66,195,1
46,1083,9,-1,85,0
27,-215,3,-1,182,0
34,2490,1,-1,179,0
46,1571,2,-1,195,0
29,2955,2,-1,203,0
42,470,4,-1,190,0
30,1724,1,-1,182,0
30,2832,6,-1,92,0
56,2815,1,-1,68,0
37,2707,1,-1,125,0
32,11512,1,183,-2,0
22,249,1,-1,74,0
48,770,2,-1,105,0
31,25,1,-1,197,0
52,1701,1,117,1,0
49,852,1,-1,-2,0
38,455,5,-1,151,0
35,951,2,-1,-1,0
46,3155,1,-1,-3,0
33,4176,3,-1,237,0
40,5,2,-1,187,0
40,9221,1,-1,106,0
32,199,1,-1,97,0
28,175,1,-1,215,0
28,781,6,-1,223,0
29,444,2,-1,117,0
26,110,2,-1,292,0
35,354,1,-1,97,0
38,44,1,-1,173,0
55,-219,2,364,188,0
44,908,7,-1,113,0
37,-333,1,-1,175,0
31,1072,3,-1,91,0
54,235,2,113,-3,0
39,-529,8,175,187,0
59,44134,1,-1,288,0
35,8,18,-1,186,0
29,170,1,-1,133,0
30,455,1,-1,-3,0
38,311,11,-1,110,0
27,-242,21,-1,112,0
32,2016,1,348,219,1
46,5127,1,-1,104,0
59,1889,1,-1,120,0
36,900,2,-1,187,0
34,1433,3,104,-2,0
43,1824,1,-1,194,0
45,2433,1,-1,106,0
43,5670,4,189,-2,0
27,1043,2,-1,175,0
38,536,1,92,27,1
42,333,3,-1,193,0
49,403,2,-1,110,0
54,4028,1,-1,1,0
34,2279,1,-1,97,0
50,2706,3,-1,174,0
31,522,4,-1,234,0
56,935,2,172,194,0
46,1720,2,-1,105,0
45,1187,1,-1,-2,0
43,3862,1,-1,168,0
48,2877,1,168,0,0
39,257,1,-1,159,0
28,-1,1,-1,216,0
36,1055,1,-1,287,0
32,3616,2,-1,96,0
43,400,1,-1,197,0
37,88,1,-1,289,0
55,241,6,-1,151,0
47,1011,1,-1,43,0
38,691,1,-1,106,0
48,1080,3,-1,155,0
44,78,2,-1,190,0
35,46,2,-1,97,0
45,1738,2,-1,103,0
42,906,2,-1,286,0
49,428,1,-1,197,0
45,1831,2,-1,175,0
38,88,2,186,10,1
70,2384,2,-1,19,0
54,0,2,106,96,1
29,420,3,-1,174,0
42,-67,2,-1,-3,0
40,0,2,-1,91,0
38,2084,2,330,216,0
59,0,2,-1,289,0
45,2805,2,-1,91,0
49,10,2,-1,102,0
44,121,1,91,9,1
32,1731,3,-1,173,0
27,7,2,-1,187,0
57,1502,2,109,1,0
32,473,1,-1,123,0
29,2203,2,-1,196,0
34,40,2,-1,124,0
41,475,3,-1,154,0
25,1395,1,-1,187,0
30,985,2,-1,272,0
51,36,2,-1,189,0
43,1025,1,-1,169,0
41,-692,3,282,216,0
23,556,2,-1,187,0
39,62,3,-1,195,0
60,292,5,195,289,0
32,390,1,-1,-12,0
41,356,5,-1,188,0
43,957,4,-1,119,0
34,559,2,-1,88,0
38,557,4,-1,2,0
36,777,3,-1,196,0
42,508,1,-1,172,0
48,249,6,-1,104,0
50,0,5,-1,132,0
27,4333,1,-1,212,0
47,2303,2,364,196,0
27,0,6,-1,124,0
53,3398,6,113,-2,0
33,0,3,-1,14,0
36,867,2,-1,96,0
34,0,1,-1,189,0
57,1181,2,182,112,1
38,0,1,-1,-1,0
29,1027,1,-1,289,0
46,2889,1,-1,197,0
36,46,4,-1,85,0
53,2269,2,150,1,1
34,4902,1,167,196,0
35,0,3,-1,212,0
35,534,3,-1,134,0
48,879,3,-1,-1,0
41,449,6,-1,212,0
34,549,2,-1,43,0
35,90,1,-1,179,0
49,314,2,-1,90,0
51,421,2,-1,217,0
39,118,1,-1,288,0
43,392,1,208,287,0
32,932,1,318,216,0
44,36,2,153,23,0
54,2933,2,-1,187,0
25,2307,5,-1,110,0
60,115,2,-1,99,0
41,320,2,252,289,0
59,3562,1,-1,97,0
55,29484,2,-1,-2,0
59,40,1,-1,165,0
57,0,16,-1,110,0
40,695,1,348,191,0
26,-12,1,-1,167,0
42,-9,1,-1,151,0
34,556,2,-1,212,0
37,195,1,194,0,0
50,3191,2,-1,155,0
31,6699,1,-1,106,0
34,3520,1,-1,0,0
29,28,2,-1,282,0
22,377,1,-1,166,0
54,532,1,-1,188,0
29,96,1,-1,184,0
47,-478,6,-1,168,0
30,1282,2,-1,285,0
28,6307,1,-1,174,0
57,621,3,-1,215,0
39,768,4,-1,175,0
41,1409,1,-1,105,0
47,382,4,-1,179,0
42,1364,6,-1,187,0
42,519,3,-1,169,0
57,295,11,-1,91,0
28,957,2,-1,177,0
25,335,1,-1,189,0
27,279,1,-1,37,0
44,243,4,-1,89,0
50,1158,3,265,288,0
83,6236,2,-1,289,0
28,266,1,-1,283,0
82,0,1,-1,6,0
26,1600,3,-1,172,0
49,993,1,301,194,0
34,712,3,-1,169,0
70,2795,1,181,133,1
31,459,14,-1,82,0
36,24,1,-1,0,0
57,9689,1,-1,151,0
47,1880,2,-1,153,0
39,20,5,279,282,0
29,0,3,-1,166,0
41,1618,2,-1,134,0
29,-15,1,-1,174,0
55,642,2,-1,130,0
36,101,1,-1,176,0
33,703,2,-1,0,0
26,27,3,-1,126,0
52,226,4,-1,193,0
31,1074,2,-1,179,0
43,-872,1,-1,168,0
47,17023,2,97,176,0
34,-28,1,-1,125,0
41,1583,1,-1,132,0
34,202,1,-1,187,0
55,319,3,-1,-3,0
30,447,6,-1,188,0
35,747,2,176,268,0
49,1114,1,-1,1,0
31,9629,1,174,233,0
36,229,2,-1,113,0
40,556,1,323,215,0
37,1276,2,-1,96,0
45,-839,1,-1,174,0
40,0,1,-1,191,0
55,1512,4,-1,99,0
35,977,4,91,198,0
34,212,8,-1,238,0
38,117,1,337,195,0
38,613,1,-1,288,0
31,796,1,-1,-3,0
54,5784,5,-1,-3,0
40,-740,3,-1,182,0
40,5,1,-1,289,0
52,1746,9,-1,111,0
48,332,1,-1,170,0
32,312,3,-1,103,0
41,4495,5,-1,99,0
37,177,3,-1,125,0
46,-271,2,-1,116,0
39,10200,4,-1,229,0
47,361,2,-1,162,0
47,2155,3,-1,151,0
33,559,6,-1,282,0
34,-508,1,-1,289,0
43,2081,3,-1,27,0
59,957,2,-1,-21,0
33,304,2,212,287,0
44,4389,1,-1,112,0
37,984,1,-1,154,0
44,345,8,-1,125,0
37,16,3,-1,195,0
37,43,2,-1,111,0
34,531,1,-1,287,0
28,205,3,-1,190,0
31,4123,2,-1,-3,0
32,12607,5,84,96,0
35,1935,2,318,215,0
45,2657,3,-1,103,0
27,0,4,-1,195,0
51,9796,1,-1,165,0
25,520,1,-1,195,0
34,-20,2,-1,169,0
34,0,2,-1,194,0
33,1064,1,-1,189,0
49,1160,1,-1,188,0
38,930,1,-1,197,0
53,146,1,370,188,0
44,49,2,-1,196,0
32,3155,3,-1,179,0
46,2940,2,-1,173,0
60,30,4,-1,88,0
31,1882,2,-1,195,0
39,661,4,-1,190,0
50,1502,2,-1,165,0
43,192,2,-1,105,0
34,181,1,-1,289,0
52,2557,5,204,294,1
41,428,1,-1,191,0
32,0,2,-1,194,0
51,856,2,-1,1,0
42,518,1,-1,196,0
53,6408,1,-1,165,0
33,387,5,-1,285,0
32,4612,4,-1,117,0
44,187,1,-1,195,0
31,0,3,-1,127,0
31,301,6,-1,184,0
60,0,4,-1,91,0
45,333,3,-1,189,0
41,208,3,-1,186,0
44,185,1,-1,194,0
45,334,2,-1,166,0
47,585,1,-1,289,0
60,12980,2,182,76,1
33,991,1,-1,175,0
35,-288,3,-1,202,0
31,46,1,-1,131,0
39,3050,7,-1,165,0
31,1384,2,2,292,0
52,3421,8,-1,151,0
57,123,2,-1,289,0
37,16,1,-1,90,0
40,277,2,-1,188,0
67,1443,1,-1,224,0
37,876,4,-1,179,0
40,180,4,-1,-3,0
33,-53,2,-1,293,0
29,3317,7,-1,198,0
41,8368,1,-1,160,0
31,0,5,-1,168,0
39,1367,1,-1,159,0
38,702,1,-1,159,0
37,1027,1,119,48,0
50,3337,14,-1,110,0
32,-267,1,-1,134,0
40,1938,1,-1,173,0
47,0,3,-1,90,0
33,488,2,-1,105,0
52,1339,5,-1,88,0
38,493,1,367,191,0
46,5261,1,-1,289,0
42,27696,1,91,99,1
36,-158,7,-1,82,0
56,0,4,-1,103,0
28,53,1,-1,289,0
38,221,2,-1,196,0
26,132,1,119,48,1
35,0,2,-1,105,0
49,157,2,-1,289,0
38,1911,4,-1,110,0
49,100,2,347,191,0
50,-44,1,-1,175,0
32,545,1,180,184,0
33,77,6,-1,82,0
34,183,4,-1,187,0
48,719,5,-1,99,0
38,554,4,-1,98,0
29,359,1,-1,133,0
41,139,3,370,190,0
43,2767,7,-1,187,0
39,0,3,-1,106,0
29,3357,3,-1,120,0
47,187,1,-1,193,0
41,1755,10,-1,160,0
30,-130,2,-1,138,0
36,625,2,-1,181,0
57,29207,2,-1,-3,0
40,394,5,-1,125,0
31,1510,4,176,189,0
28,948,1,-1,193,0
33,1697,1,-1,15,0
39,1537,2,-1,166,0
29,32,1,-1,215,0
71,2651,3,200,86,0
39,104,2,-1,167,0
40,127,1,-1,215,0
35,978,2,182,142,1
53,856,2,-1,287,0
39,7653,2,-1,160,0
53,3126,1,-1,119,0
33,455,10,-1,173,0
38,3278,14,-1,91,0
43,13342,1,-1,0,0
53,-139,3,-1,132,0
57,3105,11,-1,188,0
33,-53,1,-1,176,0
33,1412,2,-1,285,0
33,153,2,-1,186,0
41,-41,1,-1,229,0
37,3167,1,-1,172,0
54,734,1,-1,159,0
48,105,2,-1,81,0
38,121,2,-1,132,0
39,0,1,300,216,0
37,5340,2,104,-1,0
33,-298,2,-1,88,0
54,965,4,-1,84,0
40,67,5,-1,151,0
50,104,3,324,215,0
38,0,2,-1,81,0
28,682,1,-1,195,0
48,547,1,176,294,0
36,2178,2,-1,111,0
58,687,1,99,103,1
29,1432,8,-1,119,0
50,4527,1,-1,188,0
53,1343,4,-1,105,0
35,275,3,254,196,0
57,523,6,-1,289,0
40,-199,1,-1,172,0
37,781,1,-1,90,0
29,0,1,-1,189,0
44,12,3,-1,99,0
56,179,2,-1,190,0
47,4693,1,97,6,1
80,355,1,-1,100,0
27,28,1,-1,294,0
33,44,2,-1,-3,0
28,1246,2,-1,287,0
23,965,4,-1,181,0
55,1358,1,-1,224,0
35,303,1,-1,106,0
36,549,2,-1,0,0
51,0,8,-1,103,0
30,-327,1,294,197,0
43,556,1,-1,124,0
44,240,2,-1,194,0
32,5075,2,-1,-2,0
27,607,3,-1,118,0
35,154,2,-1,293,0
37,400,1,-1,155,0
39,0,2,-1,186,0
23,488,1,91,142,1
29,387,1,-1,188,0
29,149,2,-1,187,0
44,-119,5,-1,169,0
37,105,2,-1,194,0
26,102,2,-1,133,0
40,985,3,145,217,0
41,4357,1,-1,183,0
33,8971,1,-1,88,0
32,5,1,127,97,0
50,124,2,289,188,0
31,676,2,343,210,0
37,4017,1,-1,33,0
31,596,1,-1,294,0
49,1096,1,303,215,0
55,0,1,370,184,1
53,10,1,-1,183,0
44,1042,1,-1,184,0
50,356,2,358,194,0
49,228,1,-1,261,0
26,468,2,364,188,0
31,845,2,-1,288,0
34,980,2,54,79,0
45,-497,1,-1,-2,0
44,-222,3,-1,175,0
42,21861,2,-1,166,0
50,330,3,-1,104,0
61,6384,2,-1,33,0
47,86,1,-1,289,0
29,0,3,-1,119,0
57,3819,2,-1,111,0
31,1447,2,95,-3,0
54,23,4,-1,111,0
33,1221,6,-1,195,0
29,482,1,-1,210,0
49,653,2,-1,99,0
28,31,2,-1,133,0
48,1103,1,-1,187,0
48,354,4,-1,282,0
50,0,3,-1,154,0
38,7124,6,-1,155,0
52,3258,3,-1,166,0
56,-435,2,-1,193,0
45,185,3,-1,293,0
47,820,1,91,304,1
37,43,2,-1,124,0
47,1979,6,-1,92,0
40,-754,3,-1,168,0
32,-34,1,-1,252,0
33,9670,1,-1,-2,0
37,414,2,162,293,0
37,0,1,-1,162,0
46,939,2,8,286,0
31,1090,1,303,194,0
56,-141,4,-1,113,0
29,330,2,-1,190,0
29,321,2,-1,289,0
35,532,1,-1,169,0
47,617,7,-1,112,0
32,484,2,463,98,1
52,3440,1,131,1,0
43,3608,6,-1,186,0
39,2140,1,-1,216,0
49,90,1,-1,195,0
39,445,1,-1,92,0
28,-303,2,-1,179,0
45,1780,4,-1,99,0
48,1678,2,-1,294,0
37,-29,1,350,187,0
60,824,1,181,101,1
38,13,2,-1,89,0
54,417,2,-1,155,0
37,-886,1,-1,176,0
33,2485,2,-1,16,0
31,813,18,-1,151,0
45,1818,1,142,146,1
53,988,5,-1,90,0
33,296,2,-1,125,0
39,1428,1,-1,196,0
34,1035,10,-1,85,0
51,1121,4,-1,83,0
26,13887,4,-1,69,0
46,1712,1,-1,152,0
39,1685,1,368,194,0
81,0,1,-1,99,0
38,37,1,-1,124,0
42,-172,1,-1,167,0
45,1300,3,-1,111,0
59,782,2,-1,97,0
58,2246,2,-1,188,0
43,11532,1,-1,116,0
33,2934,1,-1,19,0
33,0,2,-1,96,0
26,2722,1,-1,285,0
32,2578,3,-1,112,0
36,-173,3,-1,184,0
34,49,1,-1,132,0
34,3160,8,331,187,0
57,256,1,-1,257,0
52,1998,1,-1,170,0
41,96,2,-1,172,0
54,2255,6,-1,85,0
38,1314,2,-1,125,0
35,170,1,-1,129,0
60,380,1,-1,120,0
38,6999,2,-1,151,0
73,9160,2,90,7,0
49,4134,2,-1,151,0
30,227,1,-1,168,0
34,1068,6,378,184,0
49,47,2,-1,197,0
33,729,5,-1,153,0
29,1057,1,-1,175,0
36,184,3,-1,195,0
28,0,1,-1,287,0
55,377,1,183,41,1
60,-247,2,351,190,0
49,0,1,-1,32,0
48,1010,1,-1,90,0
51,1585,4,-1,19,0
37,5355,4,-1,274,0
24,474,1,-1,202,0
55,236,1,-1,106,0
34,1058,1,-1,198,0
38,-17,3,326,215,0
36,837,6,-1,82,0
35,1033,2,-1,195,0
19,60,1,-1,96,0
35,1742,2,-1,110,0
27,292,9,362,190,0
29,127,1,-1,212,0
28,0,20,-1,273,0
26,21,1,-1,175,0
32,103,1,337,215,0
35,24,2,-1,90,0
41,8,2,-1,126,0
54,2957,2,-1,167,0
53,236,1,-1,195,0
36,1024,2,-1,153,0
50,8345,1,261,264,0
41,875,1,-1,-2,0
28,376,4,-1,112,0
43,1127,3,345,215,0
34,-228,3,332,212,0
51,615,1,-1,215,0
35,0,1,290,194,0
47,2173,3,344,202,0
35,122,5,328,212,0
59,92,2,350,190,0
34,221,4,-1,194,0
43,274,4,-1,127,0
36,376,1,92,5,1
40,1688,1,-1,186,0
39,-114,1,-1,288,0
34,0,1,-1,1,0
34,262,3,-1,113,0
45,-459,6,-1,89,0
45,1288,6,-1,103,0
29,2531,1,-1,91,0
60,8025,1,-1,294,0
50,-210,7,-1,89,0
28,-214,3,-1,190,0
36,0,1,-1,169,0
30,1235,3,-1,113,0
31,22,3,-1,193,0
45,550,1,-1,151,0
35,-281,15,-1,155,0
60,473,2,8,286,0
36,578,2,-1,189,0
37,1404,1,-1,289,0
33,0,2,-1,202,0
57,6900,4,185,26,0
57,856,6,-1,99,0
35,5271,2,-1,218,0
32,1274,2,-1,195,0
34,6203,2,-1,-3,0
42,315,1,275,286,0
40,877,6,-1,182,0
30,0,1,-1,195,0
41,0,2,-1,286,0
53,-197,1,-1,187,0
38,773,1,359,187,0
36,1291,1,-1,288,0
59,3163,2,-1,173,0
52,-191,1,-1,187,0
36,959,4,-1,173,0
47,392,1,-1,-1,0
36,546,3,-1,104,0
47,1544,1,312,226,0
52,172,2,-1,102,0
41,-117,6,-1,285,0
60,874,3,-1,133,0
33,405,4,353,188,0
38,1149,4,-1,188,0
34,1257,7,-1,176,0
51,-35,1,263,194,0
51,994,3,-1,174,0
45,54,3,-1,81,0
48,2582,4,-1,153,0
44,4580,2,189,-2,1
87,2190,2,-1,310,0
34,2495,1,-1,179,0
38,227,1,209,287,0
25,329,2,-1,188,0
25,10,2,-1,130,0
36,7222,1,181,198,0
48,658,4,-1,286,0
24,984,3,-1,176,0
28,10865,3,-1,175,0
26,592,2,164,293,0
30,63,1,320,212,0
36,0,2,-1,175,0
58,2729,1,-1,153,0
43,373,1,-1,293,0
42,139,1,-1,179,0
51,0,4,-1,111,0
54,2216,1,-1,36,0
33,690,3,555,8,0
28,0,1,79,98,1
58,42,6,264,282,0
32,7,3,-1,111,0
30,604,2,-1,85,0
55,3339,1,-1,169,0
22,148,1,-1,289,0
43,1943,2,-1,0,0
29,301,5,-1,169,0
36,483,1,304,191,0
54,1258,14,-1,82,0
36,495,3,182,251,1
55,22,1,-1,133,0
35,190,3,-1,182,0
34,1,6,-1,110,0
42,3465,2,-1,125,0
32,5204,2,-1,102,0
33,-409,1,-1,174,0
52,1134,4,-1,92,0
38,1960,2,-1,89,0
31,-429,3,-1,123,0
29,1441,1,85,202,1
36,62,2,-1,118,0
